Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.LightingTechnologyPropertyItem.Dialog.Title,,,Lighting Technology Migration,Lighting Technology Migration,,Migration der Beleuchtungstechnologie,Migración de tecnología de iluminación,Migration de la technologie d'éclairage,Peralihan Teknologi Pencahayaan,,照明技術の移行,조명 기술 마이그레이션,Migracja technologii oświetlenia,Tecnologia de migração de iluminação,,การย้ายเทคโนโลยีการจัดแสง,Aydınlatma Teknolojisi Geçişi,Chuyển Đổi Kỹ Thuật Chiếu Sáng,,,
Studio.LightingTechnologyPropertyItem.Dialog.Link.Text,,,Find all details on the DevForum announcement.,Find all details on the DevForum announcement.,,Alle Details findest du in der Ankündigung im DevForum.,Encuentra todos los detalles en el anuncio de DevForum.,Trouver tous les détails de l'annonce DevForum.,Dapatkan semua detailnya di pengumuman DevForum.,,全詳細は開発者フォーラムの告知をごらんください。,자세한 내용은 DevForum 공지에서 확인하세요.,Znajdź wszystkie szczegóły w ogłoszeniu na forum deweloperów.,Encontre todos os detalhes no comunicado do DevForum.,,หารายละเอียดทั้งหมดในการประกาศ DevForum,Ayrıntıları Geliştirici Forumu duyurusunda bulabilirsin.,Tìm tất cả thông tin chi tiết trên thông báo DevForum.,,,
Studio.LightingTechnologyPropertyItem.Dialog.Migration.Text1,,,Would you like to Migrate your experience to Voxel Lighting?,Would you like to Migrate your experience to Voxel Lighting?,,Möchtest du dein Erlebnis zu Voxel-Beleuchtung migrieren?,¿Te gustaría cambiar tu experiencia a Iluminación de vóxel?,Souhaites-tu migrer ton expérience vers l'éclairage par voxels ?,Ingin Alihkan pengalaman virtualmu agar menggunakan Pencahayaan Voksel?,,バーチャル空間をボクセル照明に移行させますか？,내 체험을 복셀 조명으로 마이그레이션할까요?,Czy chcesz przeprowadzić migrację projektu do oświetlenia vokselowego?,Deseja migrar sua experiência para a Iluminação de voxels?,,คุณต้องการย้ายประสบการณ์ของคุณไปยังการจัดแสงว็อกเซลหรือไม่?,Deneyimini Voksel Aydınlatmaya geçirmek istiyor musun?,Bạn có muốn chuyển trải nghiệm của mình sang Chiếu Sáng Voxel không?,,,
Studio.LightingTechnologyPropertyItem.Dialog.Migration.Text2,,,"Your experience uses the deprecated Compatibility Lighting Technology. We recommend migrating to Voxel Lighting. While this is a seamless operation to the Sunlight,","Your experience uses the deprecated Compatibility Lighting Technology. We recommend migrating to Voxel Lighting. While this is a seamless operation to the Sunlight,",,"Dein Erlebnis verwendet die veraltete Kompatibilitätsbeleuchtungstechnologie. Wir empfehlen dir, zu Voxel-Beleuchtung zu migrieren. Obwohl die Umstellung nahtlos an das Sonnenlicht anschließt,","Tu experiencia utiliza la tecnología de Iluminación de compatibilidad obsoleta. Recomendamos migrar a Voxel Lighting. Aunque esta es una operación perfecta al Sunlight,","Ton expérience utilise la technologie d'éclairage de compatibilité obsolète. Nous te recommandons de migrer vers l'éclairage par voxels. Bien qu'il s'agisse d'une opération transparente par rapport à la technologie solaire (Sunlight),","Pengalaman virtualmu menggunakan Teknologi Pencahayaan Kompatibilitas yang sudah usang. Sebaiknya beralih menggunakan Pencahayaan Voksel. Meskipun ini merupakan operasi yang mudah untuk Cahaya Matahari,",,あなたのバーチャル空間は、非推奨の互換性照明技術を使用しています。ボクセル照明に移行させることをおすすめします。これは「日光」へのシームレスな操作で、,"내 체험이 더 이상 사용되지 않는 호환성 조명 기술을 사용하고 있습니다. 복셀 조명으로의 마이그레이션을 권장합니다. 태양광의 경우에는 문제가 없지만,","W twoim projekcie używana jest nieobsługiwana już technologia zgodności oświetlenia. Zalecamy przeprowadzenie migracji do oświetlenia vokselowego. Ta operacja przebiega bezproblemowo w przypadku światła słonecznego,","Sua experiência usa uma tecnologia de compatibilidade de iluminação obsoleta. Recomendamos a migração para a iluminação de voxels. Embora esta seja uma operação ininterrupta para a luz solar (Sunlight),",,ประสบการณ์ของคุณใช้เทคโนโลยีการจัดแสงความเข้ากันที่เลิกใช้แล้ว เราขอแนะนำให้ทำการย้ายไปยังการจัดแสงว็อกเซล แต่การดำเนินการนี้จะไม่เกี่ยวข้องกับแสงอาทิตย์,"Deneyimin, kullanım dışı bırakılmış Uyumluluk Aydınlatması Teknolojisini kullanıyor. Voksel Aydınlatmaya geçmeni öneririz. Bu, Güneş Işığı için sorunsuz bir işlem olsa da","Trải nghiệm của bạn sử dụng Kỹ Thuật Chiếu Sáng Tương Thích cũ. Chúng tôi khuyến nghị bạn nên chuyển sang Chiếu Sáng Voxel. Dù đây là tính năng thay đổi phù hợp theo Ánh Sáng Mặt Trời,",,,
Studio.LightingTechnologyPropertyItem.Dialog.Migration.Text3,,,you might have to adjust your Local Lights' brightness to get your desired result.,you might have to adjust your Local Lights' brightness to get your desired result.,,"musst du eventuell die Helligkeit deiner lokalen Beleuchtung anpassen, um das gewünschte Ergebnis zu erzielen.",puede que tengas que ajustar el brillo de Local Lights para obtener el resultado deseado.,tu dois peut-être ajuster la luminosité de tes lumières locales pour obtenir le résultat souhaité.,kamu mungkin perlu menyesuaikan kecerahan Cahaya Lokalmu untuk mendapatkan hasil yang diinginkan.,,ローカル照明の明るさを指定の結果になるよう調整する必要があるかもしれません。,원하는 결과를 얻기 위해서 로컬 조명의 밝기를 조정해야 할 수도 있습니다.,"ale jeśli chcesz uzyskać pożądane wyniki, konieczne może być dostosowanie jasności oświetlenia lokalnego.",você pode ter que ajustar o brilho da luz local para obter o resultado desejado.,,คุณอาจต้องปรับความสว่างของแสงในพื้นที่ของคุณเพื่อให้ได้ผลลัพธ์ตามที่ต้องการ,istediğin sonuca ulaşmak için Yerel Işıklarının parlaklığını ayarlaman gerekebilir.,có thể bạn vẫn phải điều chỉnh độ sáng của Ánh Sáng Cục Bộ để thu được kết quả theo ý muốn.,,,
Studio.LightingTechnologyPropertyItem.Dialog.Migration.Text4,,,This migration can be reverted.,This migration can be reverted.,,Diese Migration kann wieder rückgängig gemacht werden.,Esta migración puede ser revertida.,Cette migration peut être annulée.,Perubahan ini bisa dibatalkan.,,この移行は元に戻せます。,이 마이그레이션은 되돌릴 수 있습니다.,Tę migrację można cofnąć.,Essa migração pode ser revertida.,,การย้ายนี้สามารถแปลงกลับได้,Bu geçiş geri alınabilir.,Quá trình chuyển đổi có thể được hoàn tác.,,,
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Text1,,,Would you like to Revert the migration to Voxel Lighting?,Would you like to Revert the migration to Voxel Lighting?,,Möchtest du die Migration zu Voxel-Beleuchtung rückgängig machen?,¿Quieres revertir la migración a Iluminación de vóxeles?,Veux-tu annuler la migration vers l'éclairage par voxels ?,Ingin Batalkan peralihan ke Pencahayaan Voksel?,,ボクセル照明への移行を元に戻しますか？,복셀 조명으로의 마이그레이션을 되돌릴까요?,Czy chcesz cofnąć migrację do oświetlenia vokselowego?,Gostaria de reverter a migração para a iluminação de voxels?,,คุณต้องการแปลงกลับการย้ายไปยังการจัดแสงว็อกเซลหรือไม่?,Voksel Aydınlatmaya geri geçiş yapmak istiyor musun?,Bạn có muốn Đảo ngược chuyển đổi sang Chiếu Sáng Voxel không?,,,
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Text2,,,"Your experience was migrated from Compatibility Lighting to Voxel Lighting. You can revert this operation by clicking ""Revert"".","Your experience was migrated from Compatibility Lighting to Voxel Lighting. You can revert this operation by clicking ""Revert"".",,"Dein Erlebnis wurde von Kompatibilitätsbeleuchtung zu Voxel-Beleuchtung migriert. Du kannst diesen Vorgang rückgängig machen, indem du auf ""Zurücksetzen"" klickst.",Tu experienciamigró de la Iluminación de compatibilidad a la Iluminación de vóxeles. Puedes revertir esta operación haciendo clic en Revertir.,"Ton expérience a été migrée de la technologie de compatibilité d'éclairage à l'éclairage par voxels. Tu peux revenir sur cette opération en cliquant sur ""Revenir"".","Pengalaman virtualmu telah beralih dari Pencahayaan Kompatibilitas ke Pencahayaan Voksel. Kamu bisa membatalkan operasi ini dengan mengklik ""Batalkan"".",,あなたのバーチャル空間は、互換性照明からボクセル照明に移行されました。「元に戻す」をクリックすると、この操作を元に戻せます。,나의 체험이 호환성 조명에서 복셀 조명으로 마이그레이션되었습니다. '되돌리기'를 눌러 이 작업을 되돌릴 수 있습니다.,"Twój projekt został poddany migracji z technologii zgodności oświetlenia do oświetlenia voxelowego. Możesz cofnąć tę operację, klikając przycisk „Cofnij”.","Sua experiência foi migrada da compatibilidade de iluminação para a iluminação de voxels. Você pode reverter esta operação clicando em ""Reverter"".",,"ประสบการณ์ของคุณได้ย้ายจากการจัดแสงความเข้ากันได้ไปยังการจัดแสงว็อกเซล คุณสามารถแปลงกลับการดำเนินการนี้ได้โดยการคลิก ""แปลงกลับ""","Deneyimin, Uyumluluk Aydınlatmasından Voksel Aydınlatmaya geçirildi. ""Geri döndür"" seçeneğine tıklayarak bu işlemi geri alabilirsin.","Trải nghiệm của bạn đã được chuyển từ Chiếu Sáng Tương Thích sang Chiếu Sáng Voxel. Bạn có thể hủy thao tác này bằng cách nhấn vào ""Đảo Ngược"".",,,
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Text3,,,Please note that,Please note that,,"Bitte beachte, dass",Ten en cuenta que,Merci de noter que,Harap diingat bahwa,,以下にご注意ください：,호환성 조명은,"Pamiętaj, że",Observe que,,โปรดทราบว่า,Uyumluluk Aydınlatmasının,Xin lưu ý rằng,,,
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Text4,,,Compatibility Lighting will be fully sunset,Compatibility Lighting will be fully sunset,,die Kompatibilitätsbeleuchtung dann vollständig verschwindet,La Iluminación de compatibilidad se descontinuará por completo,La technologie de compatibilité d'éclairage sera entièrement désactivée,Pencahayaan Kompatibilitas akan sepenuhnya menjadi matahari terbenam,,互換性照明は完全に廃止します,"완전히 중단될 예정이며,",zgodność oświetlenia przestanie być obsługiwana,a compatibilidade de luz será aposentada,,การจัดแสงความเข้ากันได้จะเป็นแบบอาทิตย์ตกอย่างเต็มรูปแบบ,kullanımdan tamamen kaldırılacağını,Chiếu Sáng Tương Thích sẽ hoàn toàn phụ thuộc vào thiết lập mặt trời,,,
